,param_comb,alpha,beta,Lambda,sigma,run,episode,steps,reward
0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5343.0,-5343.0
1,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1692.0,-1692.0
2,0.0,0.1,0.0,0.0,0.0,0.0,2.0,962.0,-962.0
3,0.0,0.1,0.0,0.0,0.0,0.0,3.0,1151.0,-1151.0
4,0.0,0.1,0.0,0.0,0.0,0.0,4.0,824.0,-824.0
5,0.0,0.1,0.0,0.0,0.0,0.0,5.0,1067.0,-1067.0
6,0.0,0.1,0.0,0.0,0.0,0.0,6.0,739.0,-739.0
7,0.0,0.1,0.0,0.0,0.0,0.0,7.0,673.0,-673.0
8,0.0,0.1,0.0,0.0,0.0,0.0,8.0,577.0,-577.0
9,0.0,0.1,0.0,0.0,0.0,0.0,9.0,567.0,-567.0
10,0.0,0.1,0.0,0.0,0.0,0.0,10.0,488.0,-488.0
11,0.0,0.1,0.0,0.0,0.0,0.0,11.0,696.0,-696.0
12,0.0,0.1,0.0,0.0,0.0,0.0,12.0,494.0,-494.0
13,0.0,0.1,0.0,0.0,0.0,0.0,13.0,600.0,-600.0
14,0.0,0.1,0.0,0.0,0.0,0.0,14.0,453.0,-453.0
15,0.0,0.1,0.0,0.0,0.0,0.0,15.0,319.0,-319.0
16,0.0,0.1,0.0,0.0,0.0,0.0,16.0,505.0,-505.0
17,0.0,0.1,0.0,0.0,0.0,0.0,17.0,403.0,-403.0
18,0.0,0.1,0.0,0.0,0.0,0.0,18.0,513.0,-513.0
19,0.0,0.1,0.0,0.0,0.0,0.0,19.0,357.0,-357.0
20,0.0,0.1,0.0,0.0,0.0,0.0,20.0,252.0,-252.0
21,0.0,0.1,0.0,0.0,0.0,0.0,21.0,403.0,-403.0
22,0.0,0.1,0.0,0.0,0.0,0.0,22.0,324.0,-324.0
23,0.0,0.1,0.0,0.0,0.0,0.0,23.0,450.0,-450.0
24,0.0,0.1,0.0,0.0,0.0,0.0,24.0,347.0,-347.0
25,0.0,0.1,0.0,0.0,0.0,0.0,25.0,356.0,-356.0
26,0.0,0.1,0.0,0.0,0.0,0.0,26.0,361.0,-361.0
27,0.0,0.1,0.0,0.0,0.0,0.0,27.0,246.0,-246.0
28,0.0,0.1,0.0,0.0,0.0,0.0,28.0,415.0,-415.0
29,0.0,0.1,0.0,0.0,0.0,0.0,29.0,251.0,-251.0
30,0.0,0.1,0.0,0.0,0.0,0.0,30.0,418.0,-418.0
31,0.0,0.1,0.0,0.0,0.0,0.0,31.0,278.0,-278.0
32,0.0,0.1,0.0,0.0,0.0,0.0,32.0,383.0,-383.0
33,0.0,0.1,0.0,0.0,0.0,0.0,33.0,460.0,-460.0
34,0.0,0.1,0.0,0.0,0.0,0.0,34.0,352.0,-352.0
35,0.0,0.1,0.0,0.0,0.0,0.0,35.0,412.0,-412.0
36,0.0,0.1,0.0,0.0,0.0,0.0,36.0,239.0,-239.0
37,0.0,0.1,0.0,0.0,0.0,0.0,37.0,363.0,-363.0
38,0.0,0.1,0.0,0.0,0.0,0.0,38.0,235.0,-235.0
39,0.0,0.1,0.0,0.0,0.0,0.0,39.0,250.0,-250.0
40,0.0,0.1,0.0,0.0,0.0,0.0,40.0,335.0,-335.0
41,0.0,0.1,0.0,0.0,0.0,0.0,41.0,396.0,-396.0
42,0.0,0.1,0.0,0.0,0.0,0.0,42.0,311.0,-311.0
43,0.0,0.1,0.0,0.0,0.0,0.0,43.0,404.0,-404.0
44,0.0,0.1,0.0,0.0,0.0,0.0,44.0,237.0,-237.0
45,0.0,0.1,0.0,0.0,0.0,0.0,45.0,297.0,-297.0
46,0.0,0.1,0.0,0.0,0.0,0.0,46.0,238.0,-238.0
47,0.0,0.1,0.0,0.0,0.0,0.0,47.0,262.0,-262.0
48,0.0,0.1,0.0,0.0,0.0,0.0,48.0,246.0,-246.0
49,0.0,0.1,0.0,0.0,0.0,0.0,49.0,207.0,-207.0
50,0.0,0.1,0.0,0.0,0.0,0.0,50.0,392.0,-392.0
51,0.0,0.1,0.0,0.0,0.0,0.0,51.0,248.0,-248.0
52,0.0,0.1,0.0,0.0,0.0,0.0,52.0,234.0,-234.0
53,0.0,0.1,0.0,0.0,0.0,0.0,53.0,257.0,-257.0
54,0.0,0.1,0.0,0.0,0.0,0.0,54.0,243.0,-243.0
55,0.0,0.1,0.0,0.0,0.0,0.0,55.0,212.0,-212.0
56,0.0,0.1,0.0,0.0,0.0,0.0,56.0,280.0,-280.0
57,0.0,0.1,0.0,0.0,0.0,0.0,57.0,204.0,-204.0
58,0.0,0.1,0.0,0.0,0.0,0.0,58.0,275.0,-275.0
59,0.0,0.1,0.0,0.0,0.0,0.0,59.0,199.0,-199.0
60,0.0,0.1,0.0,0.0,0.0,0.0,60.0,193.0,-193.0
61,0.0,0.1,0.0,0.0,0.0,0.0,61.0,269.0,-269.0
62,0.0,0.1,0.0,0.0,0.0,0.0,62.0,242.0,-242.0
63,0.0,0.1,0.0,0.0,0.0,0.0,63.0,294.0,-294.0
64,0.0,0.1,0.0,0.0,0.0,0.0,64.0,238.0,-238.0
65,0.0,0.1,0.0,0.0,0.0,0.0,65.0,323.0,-323.0
66,0.0,0.1,0.0,0.0,0.0,0.0,66.0,187.0,-187.0
67,0.0,0.1,0.0,0.0,0.0,0.0,67.0,312.0,-312.0
68,0.0,0.1,0.0,0.0,0.0,0.0,68.0,293.0,-293.0
69,0.0,0.1,0.0,0.0,0.0,0.0,69.0,196.0,-196.0
70,0.0,0.1,0.0,0.0,0.0,0.0,70.0,186.0,-186.0
71,0.0,0.1,0.0,0.0,0.0,0.0,71.0,236.0,-236.0
72,0.0,0.1,0.0,0.0,0.0,0.0,72.0,233.0,-233.0
73,0.0,0.1,0.0,0.0,0.0,0.0,73.0,201.0,-201.0
74,0.0,0.1,0.0,0.0,0.0,0.0,74.0,250.0,-250.0
75,0.0,0.1,0.0,0.0,0.0,0.0,75.0,306.0,-306.0
76,0.0,0.1,0.0,0.0,0.0,0.0,76.0,164.0,-164.0
77,0.0,0.1,0.0,0.0,0.0,0.0,77.0,242.0,-242.0
78,0.0,0.1,0.0,0.0,0.0,0.0,78.0,232.0,-232.0
79,0.0,0.1,0.0,0.0,0.0,0.0,79.0,163.0,-163.0
80,0.0,0.1,0.0,0.0,0.0,0.0,80.0,281.0,-281.0
81,0.0,0.1,0.0,0.0,0.0,0.0,81.0,231.0,-231.0
82,0.0,0.1,0.0,0.0,0.0,0.0,82.0,244.0,-244.0
83,0.0,0.1,0.0,0.0,0.0,0.0,83.0,231.0,-231.0
84,0.0,0.1,0.0,0.0,0.0,0.0,84.0,264.0,-264.0
85,0.0,0.1,0.0,0.0,0.0,0.0,85.0,163.0,-163.0
86,0.0,0.1,0.0,0.0,0.0,0.0,86.0,163.0,-163.0
87,0.0,0.1,0.0,0.0,0.0,0.0,87.0,273.0,-273.0
88,0.0,0.1,0.0,0.0,0.0,0.0,88.0,247.0,-247.0
89,0.0,0.1,0.0,0.0,0.0,0.0,89.0,209.0,-209.0
90,0.0,0.1,0.0,0.0,0.0,0.0,90.0,230.0,-230.0
91,0.0,0.1,0.0,0.0,0.0,0.0,91.0,200.0,-200.0
92,0.0,0.1,0.0,0.0,0.0,0.0,92.0,223.0,-223.0
93,0.0,0.1,0.0,0.0,0.0,0.0,93.0,285.0,-285.0
94,0.0,0.1,0.0,0.0,0.0,0.0,94.0,252.0,-252.0
95,0.0,0.1,0.0,0.0,0.0,0.0,95.0,352.0,-352.0
96,0.0,0.1,0.0,0.0,0.0,0.0,96.0,213.0,-213.0
97,0.0,0.1,0.0,0.0,0.0,0.0,97.0,205.0,-205.0
98,0.0,0.1,0.0,0.0,0.0,0.0,98.0,238.0,-238.0
99,0.0,0.1,0.0,0.0,0.0,0.0,99.0,290.0,-290.0
100,1.0,0.1,0.0,0.0,0.5,0.0,0.0,3155.0,-3155.0
101,1.0,0.1,0.0,0.0,0.5,0.0,1.0,2396.0,-2396.0
102,1.0,0.1,0.0,0.0,0.5,0.0,2.0,1589.0,-1589.0
103,1.0,0.1,0.0,0.0,0.5,0.0,3.0,1143.0,-1143.0
104,1.0,0.1,0.0,0.0,0.5,0.0,4.0,994.0,-994.0
105,1.0,0.1,0.0,0.0,0.5,0.0,5.0,987.0,-987.0
106,1.0,0.1,0.0,0.0,0.5,0.0,6.0,1177.0,-1177.0
107,1.0,0.1,0.0,0.0,0.5,0.0,7.0,798.0,-798.0
108,1.0,0.1,0.0,0.0,0.5,0.0,8.0,638.0,-638.0
109,1.0,0.1,0.0,0.0,0.5,0.0,9.0,785.0,-785.0
110,1.0,0.1,0.0,0.0,0.5,0.0,10.0,615.0,-615.0
111,1.0,0.1,0.0,0.0,0.5,0.0,11.0,552.0,-552.0
112,1.0,0.1,0.0,0.0,0.5,0.0,12.0,453.0,-453.0
113,1.0,0.1,0.0,0.0,0.5,0.0,13.0,628.0,-628.0
114,1.0,0.1,0.0,0.0,0.5,0.0,14.0,497.0,-497.0
115,1.0,0.1,0.0,0.0,0.5,0.0,15.0,375.0,-375.0
116,1.0,0.1,0.0,0.0,0.5,0.0,16.0,495.0,-495.0
117,1.0,0.1,0.0,0.0,0.5,0.0,17.0,693.0,-693.0
118,1.0,0.1,0.0,0.0,0.5,0.0,18.0,413.0,-413.0
119,1.0,0.1,0.0,0.0,0.5,0.0,19.0,322.0,-322.0
120,1.0,0.1,0.0,0.0,0.5,0.0,20.0,372.0,-372.0
121,1.0,0.1,0.0,0.0,0.5,0.0,21.0,314.0,-314.0
122,1.0,0.1,0.0,0.0,0.5,0.0,22.0,245.0,-245.0
123,1.0,0.1,0.0,0.0,0.5,0.0,23.0,550.0,-550.0
124,1.0,0.1,0.0,0.0,0.5,0.0,24.0,338.0,-338.0
125,1.0,0.1,0.0,0.0,0.5,0.0,25.0,400.0,-400.0
126,1.0,0.1,0.0,0.0,0.5,0.0,26.0,251.0,-251.0
127,1.0,0.1,0.0,0.0,0.5,0.0,27.0,415.0,-415.0
128,1.0,0.1,0.0,0.0,0.5,0.0,28.0,369.0,-369.0
129,1.0,0.1,0.0,0.0,0.5,0.0,29.0,334.0,-334.0
130,1.0,0.1,0.0,0.0,0.5,0.0,30.0,235.0,-235.0
131,1.0,0.1,0.0,0.0,0.5,0.0,31.0,423.0,-423.0
132,1.0,0.1,0.0,0.0,0.5,0.0,32.0,276.0,-276.0
133,1.0,0.1,0.0,0.0,0.5,0.0,33.0,418.0,-418.0
134,1.0,0.1,0.0,0.0,0.5,0.0,34.0,344.0,-344.0
135,1.0,0.1,0.0,0.0,0.5,0.0,35.0,328.0,-328.0
136,1.0,0.1,0.0,0.0,0.5,0.0,36.0,354.0,-354.0
137,1.0,0.1,0.0,0.0,0.5,0.0,37.0,281.0,-281.0
138,1.0,0.1,0.0,0.0,0.5,0.0,38.0,353.0,-353.0
139,1.0,0.1,0.0,0.0,0.5,0.0,39.0,303.0,-303.0
140,1.0,0.1,0.0,0.0,0.5,0.0,40.0,253.0,-253.0
141,1.0,0.1,0.0,0.0,0.5,0.0,41.0,238.0,-238.0
142,1.0,0.1,0.0,0.0,0.5,0.0,42.0,242.0,-242.0
143,1.0,0.1,0.0,0.0,0.5,0.0,43.0,243.0,-243.0
144,1.0,0.1,0.0,0.0,0.5,0.0,44.0,297.0,-297.0
145,1.0,0.1,0.0,0.0,0.5,0.0,45.0,369.0,-369.0
146,1.0,0.1,0.0,0.0,0.5,0.0,46.0,279.0,-279.0
147,1.0,0.1,0.0,0.0,0.5,0.0,47.0,245.0,-245.0
148,1.0,0.1,0.0,0.0,0.5,0.0,48.0,269.0,-269.0
149,1.0,0.1,0.0,0.0,0.5,0.0,49.0,248.0,-248.0
150,1.0,0.1,0.0,0.0,0.5,0.0,50.0,290.0,-290.0
151,1.0,0.1,0.0,0.0,0.5,0.0,51.0,240.0,-240.0
152,1.0,0.1,0.0,0.0,0.5,0.0,52.0,201.0,-201.0
153,1.0,0.1,0.0,0.0,0.5,0.0,53.0,287.0,-287.0
154,1.0,0.1,0.0,0.0,0.5,0.0,54.0,410.0,-410.0
155,1.0,0.1,0.0,0.0,0.5,0.0,55.0,243.0,-243.0
156,1.0,0.1,0.0,0.0,0.5,0.0,56.0,273.0,-273.0
157,1.0,0.1,0.0,0.0,0.5,0.0,57.0,312.0,-312.0
158,1.0,0.1,0.0,0.0,0.5,0.0,58.0,278.0,-278.0
159,1.0,0.1,0.0,0.0,0.5,0.0,59.0,279.0,-279.0
160,1.0,0.1,0.0,0.0,0.5,0.0,60.0,238.0,-238.0
161,1.0,0.1,0.0,0.0,0.5,0.0,61.0,211.0,-211.0
162,1.0,0.1,0.0,0.0,0.5,0.0,62.0,288.0,-288.0
163,1.0,0.1,0.0,0.0,0.5,0.0,63.0,236.0,-236.0
164,1.0,0.1,0.0,0.0,0.5,0.0,64.0,236.0,-236.0
165,1.0,0.1,0.0,0.0,0.5,0.0,65.0,236.0,-236.0
166,1.0,0.1,0.0,0.0,0.5,0.0,66.0,201.0,-201.0
167,1.0,0.1,0.0,0.0,0.5,0.0,67.0,276.0,-276.0
168,1.0,0.1,0.0,0.0,0.5,0.0,68.0,231.0,-231.0
169,1.0,0.1,0.0,0.0,0.5,0.0,69.0,239.0,-239.0
170,1.0,0.1,0.0,0.0,0.5,0.0,70.0,185.0,-185.0
171,1.0,0.1,0.0,0.0,0.5,0.0,71.0,228.0,-228.0
172,1.0,0.1,0.0,0.0,0.5,0.0,72.0,251.0,-251.0
173,1.0,0.1,0.0,0.0,0.5,0.0,73.0,237.0,-237.0
174,1.0,0.1,0.0,0.0,0.5,0.0,74.0,274.0,-274.0
175,1.0,0.1,0.0,0.0,0.5,0.0,75.0,210.0,-210.0
176,1.0,0.1,0.0,0.0,0.5,0.0,76.0,201.0,-201.0
177,1.0,0.1,0.0,0.0,0.5,0.0,77.0,335.0,-335.0
178,1.0,0.1,0.0,0.0,0.5,0.0,78.0,219.0,-219.0
179,1.0,0.1,0.0,0.0,0.5,0.0,79.0,235.0,-235.0
180,1.0,0.1,0.0,0.0,0.5,0.0,80.0,228.0,-228.0
181,1.0,0.1,0.0,0.0,0.5,0.0,81.0,199.0,-199.0
182,1.0,0.1,0.0,0.0,0.5,0.0,82.0,165.0,-165.0
183,1.0,0.1,0.0,0.0,0.5,0.0,83.0,152.0,-152.0
184,1.0,0.1,0.0,0.0,0.5,0.0,84.0,247.0,-247.0
185,1.0,0.1,0.0,0.0,0.5,0.0,85.0,216.0,-216.0
186,1.0,0.1,0.0,0.0,0.5,0.0,86.0,190.0,-190.0
187,1.0,0.1,0.0,0.0,0.5,0.0,87.0,162.0,-162.0
188,1.0,0.1,0.0,0.0,0.5,0.0,88.0,315.0,-315.0
189,1.0,0.1,0.0,0.0,0.5,0.0,89.0,167.0,-167.0
190,1.0,0.1,0.0,0.0,0.5,0.0,90.0,242.0,-242.0
191,1.0,0.1,0.0,0.0,0.5,0.0,91.0,164.0,-164.0
192,1.0,0.1,0.0,0.0,0.5,0.0,92.0,233.0,-233.0
193,1.0,0.1,0.0,0.0,0.5,0.0,93.0,237.0,-237.0
194,1.0,0.1,0.0,0.0,0.5,0.0,94.0,188.0,-188.0
195,1.0,0.1,0.0,0.0,0.5,0.0,95.0,271.0,-271.0
196,1.0,0.1,0.0,0.0,0.5,0.0,96.0,241.0,-241.0
197,1.0,0.1,0.0,0.0,0.5,0.0,97.0,238.0,-238.0
198,1.0,0.1,0.0,0.0,0.5,0.0,98.0,219.0,-219.0
199,1.0,0.1,0.0,0.0,0.5,0.0,99.0,190.0,-190.0
200,2.0,0.1,0.0,0.0,1.0,0.0,0.0,2451.0,-2451.0
201,2.0,0.1,0.0,0.0,1.0,0.0,1.0,2950.0,-2950.0
202,2.0,0.1,0.0,0.0,1.0,0.0,2.0,1500.0,-1500.0
203,2.0,0.1,0.0,0.0,1.0,0.0,3.0,1380.0,-1380.0
204,2.0,0.1,0.0,0.0,1.0,0.0,4.0,892.0,-892.0
205,2.0,0.1,0.0,0.0,1.0,0.0,5.0,878.0,-878.0
206,2.0,0.1,0.0,0.0,1.0,0.0,6.0,970.0,-970.0
207,2.0,0.1,0.0,0.0,1.0,0.0,7.0,760.0,-760.0
208,2.0,0.1,0.0,0.0,1.0,0.0,8.0,919.0,-919.0
209,2.0,0.1,0.0,0.0,1.0,0.0,9.0,490.0,-490.0
210,2.0,0.1,0.0,0.0,1.0,0.0,10.0,672.0,-672.0
211,2.0,0.1,0.0,0.0,1.0,0.0,11.0,434.0,-434.0
212,2.0,0.1,0.0,0.0,1.0,0.0,12.0,558.0,-558.0
213,2.0,0.1,0.0,0.0,1.0,0.0,13.0,660.0,-660.0
214,2.0,0.1,0.0,0.0,1.0,0.0,14.0,443.0,-443.0
215,2.0,0.1,0.0,0.0,1.0,0.0,15.0,410.0,-410.0
216,2.0,0.1,0.0,0.0,1.0,0.0,16.0,508.0,-508.0
217,2.0,0.1,0.0,0.0,1.0,0.0,17.0,358.0,-358.0
218,2.0,0.1,0.0,0.0,1.0,0.0,18.0,536.0,-536.0
219,2.0,0.1,0.0,0.0,1.0,0.0,19.0,497.0,-497.0
220,2.0,0.1,0.0,0.0,1.0,0.0,20.0,416.0,-416.0
221,2.0,0.1,0.0,0.0,1.0,0.0,21.0,348.0,-348.0
222,2.0,0.1,0.0,0.0,1.0,0.0,22.0,538.0,-538.0
223,2.0,0.1,0.0,0.0,1.0,0.0,23.0,378.0,-378.0
224,2.0,0.1,0.0,0.0,1.0,0.0,24.0,422.0,-422.0
225,2.0,0.1,0.0,0.0,1.0,0.0,25.0,334.0,-334.0
226,2.0,0.1,0.0,0.0,1.0,0.0,26.0,282.0,-282.0
227,2.0,0.1,0.0,0.0,1.0,0.0,27.0,335.0,-335.0
228,2.0,0.1,0.0,0.0,1.0,0.0,28.0,416.0,-416.0
229,2.0,0.1,0.0,0.0,1.0,0.0,29.0,336.0,-336.0
230,2.0,0.1,0.0,0.0,1.0,0.0,30.0,335.0,-335.0
231,2.0,0.1,0.0,0.0,1.0,0.0,31.0,346.0,-346.0
232,2.0,0.1,0.0,0.0,1.0,0.0,32.0,350.0,-350.0
233,2.0,0.1,0.0,0.0,1.0,0.0,33.0,319.0,-319.0
234,2.0,0.1,0.0,0.0,1.0,0.0,34.0,300.0,-300.0
235,2.0,0.1,0.0,0.0,1.0,0.0,35.0,274.0,-274.0
236,2.0,0.1,0.0,0.0,1.0,0.0,36.0,336.0,-336.0
237,2.0,0.1,0.0,0.0,1.0,0.0,37.0,267.0,-267.0
238,2.0,0.1,0.0,0.0,1.0,0.0,38.0,332.0,-332.0
239,2.0,0.1,0.0,0.0,1.0,0.0,39.0,276.0,-276.0
240,2.0,0.1,0.0,0.0,1.0,0.0,40.0,362.0,-362.0
241,2.0,0.1,0.0,0.0,1.0,0.0,41.0,338.0,-338.0
242,2.0,0.1,0.0,0.0,1.0,0.0,42.0,394.0,-394.0
243,2.0,0.1,0.0,0.0,1.0,0.0,43.0,203.0,-203.0
244,2.0,0.1,0.0,0.0,1.0,0.0,44.0,239.0,-239.0
245,2.0,0.1,0.0,0.0,1.0,0.0,45.0,352.0,-352.0
246,2.0,0.1,0.0,0.0,1.0,0.0,46.0,165.0,-165.0
247,2.0,0.1,0.0,0.0,1.0,0.0,47.0,318.0,-318.0
248,2.0,0.1,0.0,0.0,1.0,0.0,48.0,224.0,-224.0
249,2.0,0.1,0.0,0.0,1.0,0.0,49.0,323.0,-323.0
250,2.0,0.1,0.0,0.0,1.0,0.0,50.0,381.0,-381.0
251,2.0,0.1,0.0,0.0,1.0,0.0,51.0,240.0,-240.0
252,2.0,0.1,0.0,0.0,1.0,0.0,52.0,419.0,-419.0
253,2.0,0.1,0.0,0.0,1.0,0.0,53.0,259.0,-259.0
254,2.0,0.1,0.0,0.0,1.0,0.0,54.0,355.0,-355.0
255,2.0,0.1,0.0,0.0,1.0,0.0,55.0,193.0,-193.0
256,2.0,0.1,0.0,0.0,1.0,0.0,56.0,233.0,-233.0
257,2.0,0.1,0.0,0.0,1.0,0.0,57.0,274.0,-274.0
258,2.0,0.1,0.0,0.0,1.0,0.0,58.0,386.0,-386.0
259,2.0,0.1,0.0,0.0,1.0,0.0,59.0,238.0,-238.0
260,2.0,0.1,0.0,0.0,1.0,0.0,60.0,242.0,-242.0
261,2.0,0.1,0.0,0.0,1.0,0.0,61.0,279.0,-279.0
262,2.0,0.1,0.0,0.0,1.0,0.0,62.0,249.0,-249.0
263,2.0,0.1,0.0,0.0,1.0,0.0,63.0,234.0,-234.0
264,2.0,0.1,0.0,0.0,1.0,0.0,64.0,242.0,-242.0
265,2.0,0.1,0.0,0.0,1.0,0.0,65.0,232.0,-232.0
266,2.0,0.1,0.0,0.0,1.0,0.0,66.0,194.0,-194.0
267,2.0,0.1,0.0,0.0,1.0,0.0,67.0,284.0,-284.0
268,2.0,0.1,0.0,0.0,1.0,0.0,68.0,246.0,-246.0
269,2.0,0.1,0.0,0.0,1.0,0.0,69.0,246.0,-246.0
270,2.0,0.1,0.0,0.0,1.0,0.0,70.0,251.0,-251.0
271,2.0,0.1,0.0,0.0,1.0,0.0,71.0,236.0,-236.0
272,2.0,0.1,0.0,0.0,1.0,0.0,72.0,315.0,-315.0
273,2.0,0.1,0.0,0.0,1.0,0.0,73.0,226.0,-226.0
274,2.0,0.1,0.0,0.0,1.0,0.0,74.0,265.0,-265.0
275,2.0,0.1,0.0,0.0,1.0,0.0,75.0,199.0,-199.0
276,2.0,0.1,0.0,0.0,1.0,0.0,76.0,287.0,-287.0
277,2.0,0.1,0.0,0.0,1.0,0.0,77.0,245.0,-245.0
278,2.0,0.1,0.0,0.0,1.0,0.0,78.0,280.0,-280.0
279,2.0,0.1,0.0,0.0,1.0,0.0,79.0,238.0,-238.0
280,2.0,0.1,0.0,0.0,1.0,0.0,80.0,161.0,-161.0
281,2.0,0.1,0.0,0.0,1.0,0.0,81.0,276.0,-276.0
282,2.0,0.1,0.0,0.0,1.0,0.0,82.0,204.0,-204.0
283,2.0,0.1,0.0,0.0,1.0,0.0,83.0,246.0,-246.0
284,2.0,0.1,0.0,0.0,1.0,0.0,84.0,198.0,-198.0
285,2.0,0.1,0.0,0.0,1.0,0.0,85.0,182.0,-182.0
286,2.0,0.1,0.0,0.0,1.0,0.0,86.0,233.0,-233.0
287,2.0,0.1,0.0,0.0,1.0,0.0,87.0,199.0,-199.0
288,2.0,0.1,0.0,0.0,1.0,0.0,88.0,236.0,-236.0
289,2.0,0.1,0.0,0.0,1.0,0.0,89.0,233.0,-233.0
290,2.0,0.1,0.0,0.0,1.0,0.0,90.0,237.0,-237.0
291,2.0,0.1,0.0,0.0,1.0,0.0,91.0,202.0,-202.0
292,2.0,0.1,0.0,0.0,1.0,0.0,92.0,235.0,-235.0
293,2.0,0.1,0.0,0.0,1.0,0.0,93.0,226.0,-226.0
294,2.0,0.1,0.0,0.0,1.0,0.0,94.0,205.0,-205.0
295,2.0,0.1,0.0,0.0,1.0,0.0,95.0,196.0,-196.0
296,2.0,0.1,0.0,0.0,1.0,0.0,96.0,173.0,-173.0
297,2.0,0.1,0.0,0.0,1.0,0.0,97.0,253.0,-253.0
298,2.0,0.1,0.0,0.0,1.0,0.0,98.0,204.0,-204.0
299,2.0,0.1,0.0,0.0,1.0,0.0,99.0,192.0,-192.0
300,3.0,0.1,0.0,0.5,0.0,0.0,0.0,2757.0,-2757.0
301,3.0,0.1,0.0,0.5,0.0,0.0,1.0,3863.0,-3863.0
302,3.0,0.1,0.0,0.5,0.0,0.0,2.0,1327.0,-1327.0
303,3.0,0.1,0.0,0.5,0.0,0.0,3.0,688.0,-688.0
304,3.0,0.1,0.0,0.5,0.0,0.0,4.0,1104.0,-1104.0
305,3.0,0.1,0.0,0.5,0.0,0.0,5.0,542.0,-542.0
306,3.0,0.1,0.0,0.5,0.0,0.0,6.0,846.0,-846.0
307,3.0,0.1,0.0,0.5,0.0,0.0,7.0,390.0,-390.0
308,3.0,0.1,0.0,0.5,0.0,0.0,8.0,694.0,-694.0
309,3.0,0.1,0.0,0.5,0.0,0.0,9.0,602.0,-602.0
310,3.0,0.1,0.0,0.5,0.0,0.0,10.0,386.0,-386.0
311,3.0,0.1,0.0,0.5,0.0,0.0,11.0,593.0,-593.0
312,3.0,0.1,0.0,0.5,0.0,0.0,12.0,521.0,-521.0
313,3.0,0.1,0.0,0.5,0.0,0.0,13.0,419.0,-419.0
314,3.0,0.1,0.0,0.5,0.0,0.0,14.0,403.0,-403.0
315,3.0,0.1,0.0,0.5,0.0,0.0,15.0,324.0,-324.0
316,3.0,0.1,0.0,0.5,0.0,0.0,16.0,393.0,-393.0
317,3.0,0.1,0.0,0.5,0.0,0.0,17.0,420.0,-420.0
318,3.0,0.1,0.0,0.5,0.0,0.0,18.0,244.0,-244.0
319,3.0,0.1,0.0,0.5,0.0,0.0,19.0,557.0,-557.0
320,3.0,0.1,0.0,0.5,0.0,0.0,20.0,375.0,-375.0
321,3.0,0.1,0.0,0.5,0.0,0.0,21.0,269.0,-269.0
322,3.0,0.1,0.0,0.5,0.0,0.0,22.0,282.0,-282.0
323,3.0,0.1,0.0,0.5,0.0,0.0,23.0,357.0,-357.0
324,3.0,0.1,0.0,0.5,0.0,0.0,24.0,320.0,-320.0
325,3.0,0.1,0.0,0.5,0.0,0.0,25.0,241.0,-241.0
326,3.0,0.1,0.0,0.5,0.0,0.0,26.0,438.0,-438.0
327,3.0,0.1,0.0,0.5,0.0,0.0,27.0,231.0,-231.0
328,3.0,0.1,0.0,0.5,0.0,0.0,28.0,332.0,-332.0
329,3.0,0.1,0.0,0.5,0.0,0.0,29.0,232.0,-232.0
330,3.0,0.1,0.0,0.5,0.0,0.0,30.0,316.0,-316.0
331,3.0,0.1,0.0,0.5,0.0,0.0,31.0,364.0,-364.0
332,3.0,0.1,0.0,0.5,0.0,0.0,32.0,356.0,-356.0
333,3.0,0.1,0.0,0.5,0.0,0.0,33.0,275.0,-275.0
334,3.0,0.1,0.0,0.5,0.0,0.0,34.0,326.0,-326.0
335,3.0,0.1,0.0,0.5,0.0,0.0,35.0,237.0,-237.0
336,3.0,0.1,0.0,0.5,0.0,0.0,36.0,238.0,-238.0
337,3.0,0.1,0.0,0.5,0.0,0.0,37.0,302.0,-302.0
338,3.0,0.1,0.0,0.5,0.0,0.0,38.0,331.0,-331.0
339,3.0,0.1,0.0,0.5,0.0,0.0,39.0,251.0,-251.0
340,3.0,0.1,0.0,0.5,0.0,0.0,40.0,236.0,-236.0
341,3.0,0.1,0.0,0.5,0.0,0.0,41.0,204.0,-204.0
342,3.0,0.1,0.0,0.5,0.0,0.0,42.0,233.0,-233.0
343,3.0,0.1,0.0,0.5,0.0,0.0,43.0,245.0,-245.0
344,3.0,0.1,0.0,0.5,0.0,0.0,44.0,242.0,-242.0
345,3.0,0.1,0.0,0.5,0.0,0.0,45.0,241.0,-241.0
346,3.0,0.1,0.0,0.5,0.0,0.0,46.0,234.0,-234.0
347,3.0,0.1,0.0,0.5,0.0,0.0,47.0,271.0,-271.0
348,3.0,0.1,0.0,0.5,0.0,0.0,48.0,234.0,-234.0
349,3.0,0.1,0.0,0.5,0.0,0.0,49.0,281.0,-281.0
350,3.0,0.1,0.0,0.5,0.0,0.0,50.0,237.0,-237.0
351,3.0,0.1,0.0,0.5,0.0,0.0,51.0,238.0,-238.0
352,3.0,0.1,0.0,0.5,0.0,0.0,52.0,241.0,-241.0
353,3.0,0.1,0.0,0.5,0.0,0.0,53.0,240.0,-240.0
354,3.0,0.1,0.0,0.5,0.0,0.0,54.0,185.0,-185.0
355,3.0,0.1,0.0,0.5,0.0,0.0,55.0,267.0,-267.0
356,3.0,0.1,0.0,0.5,0.0,0.0,56.0,195.0,-195.0
